"","budget","revenue","title","overview","popularity","vote_count","release_date","status"
"94",100000000,266465037,"American Gangster","Following the death of his employer and mentor, Bumpy Johnson, Frank Lucas establishes himself as the number one importer of heroin in the Harlem district of Manhattan. He does so by buying heroin directly from the source in South East Asia and he comes up with a unique way of importing the drugs into the United States. Based on a true story.",11.957255,1991,"2007-11-02","Released"
"95",2000000,13129846,"To Kill a Mockingbird","Scout Finch, 6, and her older brother Jem live in sleepy Maycomb, Alabama, spending much of their time with their friend Dill and spying on their reclusive and mysterious neighbor, Boo Radley. When Atticus, their widowed father and a respected lawyer, defends a black man named Tom Robinson against fabricated rape charges, the trial and tangent events expose the children to evils of racism and stereotyping.",9.352333,952,"1962-12-25","Released"
"96",55000000,231449203,"American Wedding","With high school a distant memory, Jim and Michelle are getting married -- and in a hurry, since Jim's grandmother is sick and wants to see him walk down the aisle -- prompting Stifler to throw the ultimate bachelor party. And Jim's dad is reliable as ever, doling out advice no one wants to hear.",14.690856,1609,"2003-08-01","Released"
"97",39000000,38869464,"Serenity","When the renegade crew of Serenity agrees to hide a fugitive on their ship, they find themselves in an action-packed battle between the relentless military might of a totalitarian regime who will destroy anything – or anyone – to get the girl back and the bloodthirsty creatures who roam the uncharted areas of space. But... the greatest danger of all may be on their ship.",10.710008,1590,"2005-08-25","Released"
"98",35000000,43084060,"The Snowman","Detective Harry Hole investigates the disappearance of a woman whose pink scarf is found wrapped around an ominous looking snowman.",10.074854,766,"2017-10-12","Released"
"99",20500000,87987055,"Jaws 3-D","This third film in the series follows a group of marine biologists attempting to capture a young great white shark that has wandered into Florida's Sea World Park. However, later it is discovered that the shark's 35-foot mother is also a guest at Sea World. What follows is the shark wreaking havoc on the visitors in the park.",12.741702,370,"1983-03-16","Released"
"100",35000000,28128670,"The Thing","When paleontologist Kate Lloyd travels to an isolated outpost in Antarctica for the expedition of a lifetime, she joins an international team that unearths a remarkable discovery. Their elation quickly turns to fear as they realize that their experiment has freed a mysterious being from its frozen prison. Paranoia spreads like an epidemic as a creature that can mimic anything it touches will pit human against human as it tries to survive and flourish in this spine-tingling thriller.",9.52735,1083,"2011-10-12","Released"
"101",0,11348324,"Balto","An outcast half-wolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska.",11.64694,672,"1995-12-22","Released"
"102",1000000,51525171,"The Breakfast Club","Five high school students, all different stereotypes, meet in detention, where they pour their hearts out to each other, and discover how they have a lot more in common than they thought.",11.621962,3052,"1985-02-15","Released"
"103",75000000,258270008,"Wanted","Doormat Wesley Gibson discovers that his recently murdered father – who Wesley never knew – belonged to a secret guild of assassins. After a leather-clad sexpot drafts Wesley into the society, he hones his innate killing skills and turns avenger.",10.203447,3251,"2008-06-19","Released"
"104",75000000,632443719,"Sing","A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.",14.18928,3105,"2016-11-23","Released"
"105",30000000,34441873,"Steve Jobs","Set backstage at three iconic product launches and ending in 1998 with the unveiling of the iMac, Steve Jobs takes us behind the scenes of the digital revolution to paint an intimate portrait of the brilliant man at its epicenter.",7.177751,2047,"2015-10-09","Released"
"106",0,0,"Tremors: A Cold Day in Hell","Burt Gummer (Michael Gross) and his son Travis Welker (Jamie Kennedy) find themselves up to their ears in Graboids and Ass-Blasters when they head to Canada to investigate a series of deadly giant-worm attacks. Arriving at a remote research facility in the artic tundra, Burt begins to suspect that Graboids are secretly being weaponized, but before he can prove his theory, he is sidelined by Graboid venom. With just 48 hours to live, the only hope is to create an antidote from fresh venom — but to do that, someone will have to figure out how to milk a Graboid!",12.864412,33,"2018-05-01","Released"
